treated_id,control_id,pseudo_retraction_year,arm,treated_position,career_band,income_group,treated_pre_pubs,control_pre_pubs,treated_pre_recent,control_pre_recent,treated_pre_early,control_pre_early,treated_pre_growth,control_pre_growth,match_distance
A5053474732,A5109461667,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,36,36,11,11,25,25,-0.4405564279194345,-0.4405564279194345,0.0
A5068585537,A5062540171,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,4,4,1,1,3,3,-0.27193371548364176,-0.27193371548364176,0.0
A5080662684,A5106300467,2015,AUTHOR_MISCONDUCT,last,mid (5-10y),higher,188,186,109,108,79,78,0.5873403359502776,0.5904930264998618,0.12424272106468984
A5062821743,A5011342074,2015,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,57,57,22,22,35,35,-0.15700374880966494,-0.15700374880966494,0.0
A5100544999,A5030504899,2015,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,5,5,3,3,2,2,0.2876820724517809,0.2876820724517809,0.0
A5100667488,A5003592984,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,33,33,21,21,12,12,0.6931471805599452,0.6931471805599452,0.0
A5051128033,A5103171964,2015,HONEST_ERROR,middle,senior (10-20y),higher,20,20,13,13,7,7,0.6623755218931917,0.6623755218931917,0.0
A5109095779,A5037028089,2015,HONEST_ERROR,first,early (<5y),higher,38,38,36,36,2,2,2.1594842493533726,2.1594842493533726,0.0
A5111984131,A5021021886,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,4,4,1,1,3,3,-0.27193371548364176,-0.27193371548364176,0.0
A5030247732,A5110944700,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,28,28,11,11,17,17,-0.1177830356563836,-0.1177830356563836,0.0
A5090754906,A5079805340,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,3,3,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0
A5100659344,A5001498281,2015,HONEST_ERROR,first,veteran (20y+),higher,126,127,65,65,61,62,0.3328025077322505,0.3175350356014621,0.03053494426157677
A5043378814,A5101968925,2015,AUTHOR_MISCONDUCT,first,veteran (20y+),lower,20,20,5,5,15,15,-0.5773153650348237,-0.5773153650348237,0.0
A5042608188,A5026151425,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),lower,19,19,12,12,7,7,0.5978370007556204,0.5978370007556204,0.0
A5075223906,A5036045653,2015,HONEST_ERROR,middle,veteran (20y+),higher,5,5,1,1,4,4,-0.4054651081081644,-0.4054651081081644,0.0
A5108511140,A5001362973,2015,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,17,17,2,2,15,15,-1.0473189942805592,-1.0473189942805592,0.0
A5113089989,A5056658001,2015,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,0,0,0,0,0,0,0.0,0.0,0.0
A5052355885,A5090011844,2015,HONEST_ERROR,middle,veteran (20y+),higher,15,15,12,12,3,3,1.0498221244986776,1.0498221244986776,0.0
A5073803574,A5032871340,2015,HONEST_ERROR,last,senior (10-20y),higher,28,28,16,16,12,12,0.45953232937844013,0.45953232937844013,0.0
A5023554560,A5100649367,2015,HONEST_ERROR,middle,veteran (20y+),higher,100,101,51,52,49,49,0.30637420546393335,0.32472334413213,0.036698277336393303
A5048417303,A5080218121,2015,HONEST_ERROR,middle,senior (10-20y),higher,5,5,4,4,1,1,0.6241543090729937,0.6241543090729937,0.0
A5060123483,A5070156354,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,30,30,26,26,4,4,1.5755363607584187,1.5755363607584187,0.0
A5035841088,A5113479600,2015,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,18,18,6,6,12,12,-0.287682072451781,-0.287682072451781,0.0
A5103360350,A5028445069,2015,HONEST_ERROR,middle,mid (5-10y),higher,5,5,0,0,5,5,-0.8109302162163288,-0.8109302162163288,0.0
A5101885915,A5076662413,2015,AUTHOR_MISCONDUCT,first,veteran (20y+),lower,22,22,6,6,16,16,-0.5108256237659907,-0.5108256237659907,0.0
A5057867797,A5015836763,2015,UNCONFIRMED_CONCERNS,first,mid (5-10y),higher,11,11,7,7,4,4,0.5108256237659908,0.5108256237659908,0.0
A5049675904,A5110845408,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,45,45,14,14,31,31,-0.4344526449814168,-0.4344526449814168,0.0
A5110234290,A5021084458,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,9,9,2,2,7,7,-0.5007752879124892,-0.5007752879124892,0.0
A5000442405,A5111631972,2015,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,20,20,4,4,16,16,-0.7621400520468967,-0.7621400520468967,0.0
A5016282319,A5048171074,2015,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,32,32,17,17,15,15,0.3389753668393314,0.3389753668393314,0.0
A5113146487,A5100346999,2015,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,13,13,8,8,5,5,0.4883527679139321,0.4883527679139321,0.0
A5047042334,A5100356805,2015,UNCONFIRMED_CONCERNS,middle,senior (10-20y),higher,7,7,1,1,6,6,-0.6286086594223742,-0.6286086594223742,0.0
A5077506903,A5076294370,2015,AUTHOR_MISCONDUCT,middle,early (<5y),higher,6,6,5,5,1,1,0.7576857016975165,0.7576857016975165,0.0
A5067976530,A5057310784,2015,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,174,174,76,76,98,98,0.03215711163453161,0.03215711163453161,0.0
A5057642615,A5109295933,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,21,21,17,17,4,4,1.203972804325936,1.203972804325936,0.0
A5052393578,A5068293412,2015,UNCONFIRMED_CONCERNS,last,veteran (20y+),higher,64,64,32,32,32,32,0.2595111954850844,0.2595111954850844,0.0
A5037990764,A5113770634,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,19,19,9,9,10,10,0.13353139262452252,0.13353139262452252,0.0
A5028288028,A5010831305,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,6,6,4,4,2,2,0.4418327522790392,0.4418327522790392,0.0
A5110562054,A5079862023,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,7,7,5,5,2,2,0.5753641449035618,0.5753641449035618,0.0
A5032297044,A5103011712,2015,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,59,60,46,47,13,13,1.3462890265061915,1.366491733823711,0.040405414635038994
A5015456699,A5100645179,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,50,50,25,25,25,25,0.2525907526405109,0.2525907526405109,0.0
A5037844122,A5022014133,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,37,37,14,14,23,23,-0.17494144949633195,-0.17494144949633195,0.0
A5112019388,A5077632827,2015,AUTHOR_MISCONDUCT,first,mid (5-10y),,21,21,5,5,16,16,-0.6286086594223741,-0.6286086594223741,0.0
A5044837831,A5070503137,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,15,15,12,12,3,3,1.0498221244986776,1.0498221244986776,0.0
A5101961763,A5089409625,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,79,79,43,43,36,36,0.4274440148269396,0.4274440148269396,0.0
A5089792184,A5101407907,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,11,11,9,9,2,2,0.9808292530117262,0.9808292530117262,0.0
A5002178461,A5101552070,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,54,54,20,20,34,34,-0.2144098713454552,-0.2144098713454552,0.0
A5024424102,A5042682756,2015,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,21,21,4,4,17,17,-0.8109302162163289,-0.8109302162163289,0.0
A5059289509,A5000007350,2015,AUTHOR_MISCONDUCT,last,early (<5y),higher,2,2,2,2,0,0,0.5108256237659907,0.5108256237659907,0.0
A5012837986,A5009844544,2015,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,22,22,5,5,17,17,-0.6773988235918063,-0.6773988235918063,0.0
A5029969059,A5033862304,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,19,19,10,10,9,9,0.287682072451781,0.287682072451781,0.0
A5021063153,A5027091250,2015,AUTHOR_MISCONDUCT,middle,early (<5y),higher,3,3,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0
A5076264943,A5021085419,2015,EDITORIAL_COMPROMISE,first,mid (5-10y),higher,3,3,2,2,1,1,0.28768207245178096,0.28768207245178096,0.0
A5088814823,A5006428172,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,33,33,17,17,16,16,0.287682072451781,0.287682072451781,0.0
A5063001450,A5057582263,2015,UNCONFIRMED_CONCERNS,last,veteran (20y+),higher,66,65,27,26,39,39,-0.07232066157962613,-0.1062222132553079,0.06780310335136353
A5102880948,A5054739250,2015,AUTHOR_MISCONDUCT,middle,mid (5-10y),lower,33,34,25,26,8,8,1.1349799328389847,1.1700712526502546,0.07018263962253979
A5032965096,A5006444360,2015,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,195,193,135,132,60,61,1.056052674249314,1.0185695809945732,0.0749661865094815
A5049578020,A5083281676,2015,EDITORIAL_COMPROMISE,middle,early (<5y),higher,12,12,11,11,1,1,1.3173014896329391,1.3173014896329391,0.0
A5110101095,A5073907487,2015,EDITORIAL_COMPROMISE,last,veteran (20y+),higher,230,226,121,118,109,108,0.38057581934447704,0.36497374675342753,0.048982040016591455
A5061069643,A5034249062,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,50,50,20,20,30,30,-0.10318423623523065,-0.10318423623523065,0.0
A5047758790,A5100455078,2015,HONEST_ERROR,middle,mid (5-10y),higher,7,7,5,5,2,2,0.5753641449035618,0.5753641449035618,0.0
A5065962348,A5052153161,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,3,3,1,1,2,2,-0.11778303565638348,-0.11778303565638348,0.0
A5073715785,A5063520767,2015,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,14,14,9,9,5,5,0.5753641449035618,0.5753641449035618,0.0
A5103684276,A5046315373,2015,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,8,8,6,6,2,2,0.6931471805599452,0.6931471805599452,0.0
A5100670459,A5077869085,2015,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,7,7,5,5,2,2,0.5753641449035618,0.5753641449035618,0.0
A5058637212,A5102834834,2015,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,17,17,8,8,9,9,0.12062798778861472,0.12062798778861472,0.0
A5086242915,A5001112910,2015,HONEST_ERROR,last,veteran (20y+),higher,492,516,222,234,270,282,0.09065436826813045,0.09975040276705993,0.10391947786142275
A5045376013,A5051346968,2015,HONEST_ERROR,first,veteran (20y+),higher,16,16,11,11,5,5,0.7295148247308201,0.7295148247308201,0.0
A5112179519,A5107907071,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,44,44,11,11,33,33,-0.6841785105771852,-0.6841785105771852,0.0
A5089710591,A5060450520,2015,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,28,28,11,11,17,17,-0.1177830356563836,-0.1177830356563836,0.0
A5083670502,A5045695619,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,49,49,32,32,17,17,0.7985076962177715,0.7985076962177715,0.0
A5005466184,A5103530796,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,3,3,1,1,2,2,-0.11778303565638348,-0.11778303565638348,0.0
A5000717517,A5062845428,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,60,60,33,33,27,27,0.4372138064227449,0.4372138064227449,0.0
A5012428409,A5108223966,2015,HONEST_ERROR,middle,veteran (20y+),higher,31,31,11,11,20,20,-0.2513144282809061,-0.2513144282809061,0.0
A5057328449,A5002045054,2015,UNCONFIRMED_CONCERNS,middle,senior (10-20y),higher,88,89,59,60,29,29,0.9183088960303927,0.9343092373768336,0.03200068269288181
A5061945709,A5029019206,2015,UNCONFIRMED_CONCERNS,middle,senior (10-20y),higher,34,34,19,19,15,15,0.43428554664365615,0.43428554664365615,0.0
A5100664789,A5108077109,2015,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,2,2,2,2,0,0,0.5108256237659907,0.5108256237659907,0.0
A5061308332,A5082185622,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,44,44,24,24,20,20,0.4054651081081646,0.4054651081081646,0.0
A5060979557,A5062000329,2015,ETHICS_VIOLATION,last,senior (10-20y),higher,11,11,3,3,8,8,-0.4054651081081643,-0.4054651081081643,0.0
A5043932099,A5069770227,2015,EDITORIAL_COMPROMISE,first,veteran (20y+),higher,71,71,34,34,37,37,0.18502791839169763,0.18502791839169763,0.0
A5103568780,A5045273538,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,10,10,0,0,10,10,-1.252762968495368,-1.252762968495368,0.0
A5101763855,A5103668266,2015,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,20,20,8,8,12,12,-0.08701137698962969,-0.08701137698962969,0.0
A5028215127,A5032029230,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,15,15,7,7,8,8,0.10536051565782656,0.10536051565782656,0.0
A5033671090,A5104038117,2015,AUTHOR_MISCONDUCT,last,mid (5-10y),higher,8,8,2,2,6,6,-0.4054651081081644,-0.4054651081081644,0.0
A5038754931,A5101949583,2015,HONEST_ERROR,middle,senior (10-20y),higher,14,14,5,5,9,9,-0.19782574332991998,-0.19782574332991998,0.0
A5102023094,A5000234158,2015,EDITORIAL_COMPROMISE,last,veteran (20y+),higher,32,32,11,11,21,21,-0.29213642280116137,-0.29213642280116137,0.0
A5101733709,A5063255297,2015,EDITORIAL_COMPROMISE,middle,early (<5y),higher,11,11,9,9,2,2,0.9808292530117262,0.9808292530117262,0.0
A5047877107,A5049779210,2015,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,10,10,1,1,9,9,-0.8909729238898653,-0.8909729238898653,0.0
A5048484598,A5076017120,2015,EDITORIAL_COMPROMISE,first,veteran (20y+),higher,5,5,4,4,1,1,0.6241543090729937,0.6241543090729937,0.0
A5036027681,A5045520573,2015,HONEST_ERROR,first,mid (5-10y),higher,17,17,14,14,3,3,1.1749852674526837,1.1749852674526837,0.0
A5028506706,A5046528553,2015,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,15,15,9,9,6,6,0.47000362924573547,0.47000362924573547,0.0
A5100407922,A5079630486,2015,AUTHOR_MISCONDUCT,first,early (<5y),higher,9,9,9,9,0,0,1.3862943611198906,1.3862943611198906,0.0
A5048521956,A5064517424,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,47,47,26,26,21,21,0.4361020775700539,0.4361020775700539,0.0
A5012494061,A5073214988,2015,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,51,50,9,9,42,41,-1.0560526742493137,-1.0340737675305387,0.04395781343755001
A5048218106,A5103435492,2015,HONEST_ERROR,middle,senior (10-20y),lower,8,8,2,2,6,6,-0.4054651081081644,-0.4054651081081644,0.0
A5083247133,A5101437529,2015,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,48,48,17,17,31,31,-0.27193371548364187,-0.27193371548364187,0.0
A5069699353,A5045477206,2015,UNCONFIRMED_CONCERNS,middle,senior (10-20y),higher,21,21,6,6,15,15,-0.45953232937844035,-0.45953232937844035,0.0
A5048857158,A5004227909,2015,EDITORIAL_COMPROMISE,middle,mid (5-10y),higher,35,35,6,6,29,29,-1.0116009116784799,-1.0116009116784799,0.0
A5006780069,A5072583503,2015,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,72,74,31,31,41,43,0.007380107297622285,-0.03610500464211652,0.08697022387947762
A5114833426,A5048267298,2015,HONEST_ERROR,middle,early (<5y),higher,2,2,2,2,0,0,0.5108256237659907,0.5108256237659907,0.0
A5006481887,A5073999639,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,44,44,23,23,21,21,0.32690278560506236,0.32690278560506236,0.0
A5035465338,A5036546710,2015,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,3,3,1,1,2,2,-0.11778303565638348,-0.11778303565638348,0.0
A5100445230,A5034036382,2015,HONEST_ERROR,middle,senior (10-20y),higher,17,17,14,14,3,3,1.1749852674526837,1.1749852674526837,0.0
A5048881034,A5037499280,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,8,8,0,0,8,8,-1.0986122886681096,-1.0986122886681096,0.0
A5100445154,A5065444939,2015,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,21,21,8,8,13,13,-0.14763599880606448,-0.14763599880606448,0.0
A5115694998,A5008820039,2015,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,7,7,3,3,4,4,0.0,0.0,0.0
A5109049250,A5058534982,2015,HONEST_ERROR,middle,veteran (20y+),higher,18,18,3,3,15,15,-0.8649974374866046,-0.8649974374866046,0.0
A5021932977,A5066281586,2015,UNCLASSIFIED,middle,veteran (20y+),higher,143,143,49,49,94,94,-0.346041687637364,-0.346041687637364,0.0
A5035208378,A5102948641,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,20,20,6,6,14,14,-0.4054651081081646,-0.4054651081081646,0.0
A5051655772,A5020863802,2015,AUTHOR_MISCONDUCT,first,mid (5-10y),higher,8,8,1,1,7,7,-0.723918839226699,-0.723918839226699,0.0
A5090985736,A5000954310,2015,AUTHOR_MISCONDUCT,first,senior (10-20y),lower,17,17,6,6,11,11,-0.22314355131420993,-0.22314355131420993,0.0
A5037044577,A5071112180,2015,HONEST_ERROR,middle,veteran (20y+),higher,22,22,9,9,13,13,-0.0606246218164348,-0.0606246218164348,0.0
A5082234757,A5101980902,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,12,12,8,8,4,4,0.6061358035703156,0.6061358035703156,0.0
A5088139257,A5118820781,2015,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,20,20,9,9,11,11,0.06453852113757108,0.06453852113757108,0.0
A5100431461,A5020762685,2015,HONEST_ERROR,middle,early (<5y),higher,33,33,32,32,1,1,2.2335922215070942,2.2335922215070942,0.0
A5018780496,A5111072872,2015,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,5,5,1,1,4,4,-0.4054651081081644,-0.4054651081081644,0.0
A5100386044,A5090543789,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,35,35,18,18,17,17,0.2876820724517808,0.2876820724517808,0.0
A5027004285,A5135009283,2015,HONEST_ERROR,last,senior (10-20y),higher,17,17,9,9,8,8,0.287682072451781,0.287682072451781,0.0
A5064537297,A5107888661,2015,HONEST_ERROR,middle,early (<5y),higher,4,4,4,4,0,0,0.8472978603872036,0.8472978603872036,0.0
A5023485971,A5113786706,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,17,17,7,7,10,10,-0.04879016416943194,-0.04879016416943194,0.0
A5091699610,A5028662952,2015,HONEST_ERROR,middle,mid (5-10y),higher,22,22,20,20,2,2,1.6314168191528757,1.6314168191528757,0.0
A5036784394,A5061724864,2015,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,8,8,4,4,4,4,0.15415067982725827,0.15415067982725827,0.0
A5101880522,A5000024068,2015,HONEST_ERROR,first,senior (10-20y),higher,1,1,0,0,1,1,-0.22314355131420976,-0.22314355131420976,0.0
A5010365293,A5029761841,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,12,12,7,7,5,5,0.39304258810960735,0.39304258810960735,0.0
A5046853632,A5115594510,2015,HONEST_ERROR,middle,senior (10-20y),higher,22,22,12,12,10,10,0.3566749439387322,0.3566749439387322,0.0
A5048861476,A5051705245,2015,HONEST_ERROR,first,mid (5-10y),higher,18,18,5,5,13,13,-0.4660897299245992,-0.4660897299245992,0.0
A5100727834,A5059074646,2015,EDITORIAL_COMPROMISE,first,senior (10-20y),higher,35,35,19,19,16,16,0.3829922522561058,0.3829922522561058,0.0
A5020685345,A5112163811,2015,EDITORIAL_COMPROMISE,first,senior (10-20y),higher,10,10,7,7,3,3,0.6443570163905135,0.6443570163905135,0.0
A5001261958,A5062780739,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,9,9,5,5,4,4,0.2876820724517809,0.2876820724517809,0.0
A5028936906,A5102074511,2015,EDITORIAL_COMPROMISE,middle,mid (5-10y),higher,12,12,9,9,3,3,0.8266785731844679,0.8266785731844679,0.0
A5020174051,A5011871730,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),lower,4,4,3,3,1,1,0.4700036292457355,0.4700036292457355,0.0
A5115590734,A5112223702,2015,UNCONFIRMED_CONCERNS,last,veteran (20y+),higher,7,7,3,3,4,4,0.0,0.0,0.0
A5085466214,A5110706352,2015,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,43,43,40,40,3,3,2.10297203909003,2.10297203909003,0.0
A5073788813,A5061483313,2015,EDITORIAL_COMPROMISE,middle,mid (5-10y),higher,21,21,17,17,4,4,1.203972804325936,1.203972804325936,0.0
A5025718633,A5086153111,2015,AUTHOR_MISCONDUCT,first,mid (5-10y),lower,17,17,5,5,12,12,-0.4054651081081644,-0.4054651081081644,0.0
A5085280710,A5002546555,2015,HONEST_ERROR,last,veteran (20y+),higher,51,51,17,17,34,34,-0.354171813720614,-0.354171813720614,0.0
A5067110552,A5111630387,2015,AUTHOR_MISCONDUCT,last,veteran (20y+),lower,27,27,6,6,21,21,-0.7339691750802007,-0.7339691750802007,0.1
A5016589529,A5033127971,2015,AUTHOR_MISCONDUCT,middle,early (<5y),higher,18,18,18,18,0,0,1.9459101490553132,1.9459101490553132,0.0
A5039132725,A5042582370,2015,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,66,66,33,33,33,33,0.26028309826366636,0.26028309826366636,0.0
A5100780216,A5018975208,2015,EDITORIAL_COMPROMISE,first,senior (10-20y),higher,5,5,4,4,1,1,0.6241543090729937,0.6241543090729937,0.0
A5087445360,A5048022655,2015,AUTHOR_MISCONDUCT,middle,early (<5y),higher,3,3,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0
A5079729489,A5081307056,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,41,40,35,34,6,6,1.622683139184121,1.5960148921019597,0.05333649416432262
A5100712144,A5085495739,2015,AUTHOR_MISCONDUCT,first,veteran (20y+),lower,31,30,23,22,8,8,1.060871960685263,1.0216512475319814,0.07844142630656314
A5001739027,A5115591730,2015,EDITORIAL_COMPROMISE,middle,mid (5-10y),higher,17,17,3,3,14,14,-0.8109302162163289,-0.8109302162163289,0.0
A5037313550,A5089194676,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,9,9,5,5,4,4,0.2876820724517809,0.2876820724517809,0.0
A5086610270,A5037481272,2015,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,74,75,35,35,39,40,0.16406811648460407,0.14107859825990543,0.04597903644939727
A5101462453,A5106666599,2015,AUTHOR_MISCONDUCT,first,early (<5y),lower,10,10,7,7,3,3,0.6443570163905135,0.6443570163905135,0.0
A5012401408,A5103902690,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,19,19,5,5,14,14,-0.523248143764548,-0.523248143764548,0.0
A5100640700,A5043317595,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,7,7,4,4,3,3,0.2876820724517809,0.2876820724517809,0.0
A5100748400,A5015866814,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,75,74,51,50,24,24,0.9444616088408513,0.9257694758286992,0.037384266024304225
A5107860482,A5089757815,2015,AUTHOR_MISCONDUCT,first,mid (5-10y),higher,15,15,7,7,8,8,0.10536051565782656,0.10536051565782656,0.0
A5109174366,A5000586747,2015,UNCLASSIFIED,last,senior (10-20y),higher,13,13,5,5,8,8,-0.11778303565638337,-0.11778303565638337,0.0
A5048570791,A5041850145,2015,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,84,84,37,37,47,47,0.044735893841391317,0.044735893841391317,0.0
A5086583298,A5113479355,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,625,652,264,269,361,383,-0.02496662273046102,-0.0649405542820034,0.217054678894581
A5078566339,A5036168116,2015,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,10,10,1,1,9,9,-0.8909729238898653,-0.8909729238898653,0.0
A5062358716,A5040143687,2015,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,36,36,18,18,18,18,0.24116205681688796,0.24116205681688796,0.0
